vote_count,original_language,popularity,genres,cast,budget,directors
5700,Hindi,27.36,Drama,Shahid Kapoor,40,Other
3500,Malayalam,27.3,Comedy,Other,8,Other
3500,Telugu,27.3,Action,Other,25,Radha Krishna Jagarlamudi
4200,Tamil,27.3,Comedy,Other,20,S. Shankar
3100,Telugu,27.28,Drama,Other,5,Other
4400,Tamil,27.28,Comedy,Other,12,Other
4700,Hindi,27.26,Action,Other,28,Other
4600,Hindi,27.14,Action,Other,39,A.R. Murugadoss
3300,Tamil,27.06,Drama,Other,2,Mani Ratnam
4100,Hindi,27.06,Comedy,Other,10,Other
4100,Malayalam,27.06,Comedy,Other,28,Other
3700,Hindi,27.01,Crime,Other,8,Other
3700,Hindi,27.01,Comedy,Other,3,Other
3600,Malayalam,27.0,Drama,Other,5,Other
5000,Hindi,27.0,Comedy,Other,18,Other
9000,Hindi,27.0,Political,Other,28,Other
3800,Telugu,26.98,Action,Allu Arjun,18,Other
3500,Telugu,26.95,Romance,Other,12,Gautham Vasudev Menon
4200,Hindi,26.88,Action,Amitabh Bachchan,7,Other
3400,Kannada,26.86,Crime,Other,8,Other
4400,Hindi,26.84,Comedy,Other,12,Other
4700,Hindi,26.79,Horror,Emraan Hashmi,24,Other
3000,Kannada,26.7,Adventure,Other,20,Other
3000,Marathi,26.7,Action,Other,12,Other
4100,Telugu,26.65,Action,N.T. Rama Rao Jr.,38,Surender Reddy
3500,Malayalam,26.6,Drama,Other,7,Other
3500,Malayalam,26.6,Action,Mammootty,27,Other
3400,Bengali,26.52,Epic,Other,0,Other
3400,Telugu,26.52,Time Travel,Other,30,Other
4900,Hindi,26.46,Action,Abhishek Bachchan,60,Mani Ratnam
5400,Hindi,26.46,Action,Ajay Devgn,90,Milan Luthria
3000,Telugu,26.4,Drama,Other,12,Other
3300,Tamil,26.4,Drama,Vijay Sethupathi,6,Other
3500,Telugu,26.25,Action,Other,115,Other
3200,Bengali,26.24,Biography,Other,6,Other
3800,Telugu,26.22,Action,Other,8,Other
3900,Malayalam,26.13,Comedy,Dulquer Salmaan,12,Other
4500,Hindi,26.1,Comedy,Ayushmann Khurrana,20,Other
4200,Hindi,26.04,Action,Abhishek Bachchan,45,Other
4200,Telugu,26.04,Action,Other,18,Other
5100,Hindi,26.01,Comedy,Salman Khan,18,Other
5200,Tamil,26.0,Drama,Other,6,Other
4900,Hindi,25.97,Crime,Vidya Balan,30,Other
4400,Hindi,25.96,Comedy,Ajay Devgn,35,Other
3400,Malayalam,25.84,Adventure,Fahadh Faasil,5,Other
3800,Telugu,25.84,Action,Other,18,Other
3800,Hindi,25.84,Road Trip,John Abraham,12,Kabir Khan
4100,Hindi,25.83,Horror,Saif Ali Khan,9,Other
4300,Hindi,25.8,Action,John Abraham,60,Nikkhil Advani
3100,Telugu,25.73,Action,Other,4,Other
3200,Malayalam,25.6,Drama,Prithviraj Sukumaran,6,Other
4000,Hindi,25.6,Thriller,Other,15,Abbas-Mustan
8000,Hindi,25.6,Drama,Other,40,Other
3600,Telugu,25.56,Comedy,Other,8,Other
3500,Hindi,25.55,Drama,Other,6,Other
2900,English,25.52,Biography,Mammootty,12,Other
3000,Bengali,25.5,Drama,Other,2,Other
3400,Telugu,25.5,Adventure,Nani,5,Other
3400,Telugu,25.5,Action,Other,8,S.S. Rajamouli
3400,Tamil,25.5,Drama,Joseph Vijay,8,Other
5000,Hindi,25.5,Action,Other,50,Milan Luthria
3300,Telugu,25.41,Comedy,Other,10,Other
4600,Hindi,25.3,Thriller,Other,5,Anurag Basu
4600,Hindi,25.3,Romantic,Ayushmann Khurrana,22,Other
3200,Tamil,25.28,Drama,Other,4,K. Selvaraghavan
3200,Hindi,25.28,Comedy,Other,0,Other
3200,Telugu,25.28,Drama,Other,4,Other
3200,Telugu,25.28,Action,Chiranjeevi,18,Other
2900,Bengali,25.23,Adventure,Other,0,Satyajit Ray
3500,Kannada,25.2,Action,Other,45,Other
4200,Hindi,25.2,Comedy,Other,21,Other
4500,Hindi,25.2,Comedy,Anil Kapoor,70,Anees Bazmee
3400,Telugu,25.16,Action,Other,15,Other
3100,Tamil,25.11,Crime,Other,3,Other
3100,Telugu,25.11,Drama,Other,12,Other
3200,Malayalam,24.96,Crime,Kunchacko Boban,12,Other
4300,Hindi,24.94,Comedy,Sanjay Dutt,39,Other
4300,Telugu,24.94,Action,Chiranjeevi,50,Other
4700,Telugu,24.91,Action,Other,60,Other
3000,Telugu,24.9,Drama,Other,7,Mani Ratnam
3000,Bengali,24.9,Adventure,Other,0,Satyajit Ray
3500,Telugu,24.85,Romantic,Other,25,Other
3500,Tamil,24.85,Cop,Vijay Sethupathi,16,Other
3600,Malayalam,24.84,Drama,Fahadh Faasil,18,Other
3600,Malayalam,24.84,Comedy,Other,18,Other
4600,Hindi,24.84,Action,Shah Rukh Khan,18,Other
3400,Hindi,24.82,Caper,Other,12,Raj & DK
3400,Telugu,24.82,Drama,Other,25,Other
3100,Bengali,24.8,Biography,Other,4,Srijit Mukherji
3100,Telugu,24.8,Comedy,Other,5,Other
4000,Telugu,24.8,Drama,Other,35,Other
6700,Hindi,24.79,Comedy,Shahid Kapoor,70,Vikas Bahl
3300,Kannada,24.75,Comedy,Other,8,Other
4500,Tamil,24.75,Action,Other,15,Other
4100,Malayalam,24.6,Action,Mohanlal,65,Lijo Jose Pellissery
3900,Hindi,24.57,Action,Sanjay Dutt,12,David Dhawan
3500,Hindi,24.5,Romance,Other,15,Other
3500,Tamil,24.5,Horror,Other,3,Other
3100,Hindi,24.49,Drama,Other,12,Other
3100,Tamil,24.49,Comedy,Kamal Haasan,10,K.S. Ravikumar
3400,Tamil,24.48,Serial Killer,Other,10,Other
3600,Hindi,24.48,Comedy,Other,18,Other
3600,Hindi,24.48,Comedy,Other,6,Other
4700,Hindi,24.44,Romantic,Imran Khan,22,Other
3700,Tamil,24.42,Action,Karthi,25,Other
3700,Hindi,24.42,Comedy,Ajay Devgn,8,Anees Bazmee
4000,Hindi,24.4,Comedy,Other,11,Other
4000,Tamil,24.4,Crime,Other,35,Other
4000,Malayalam,24.4,Action,Other,10,Other
3200,Tamil,24.32,Crime,Other,4,Other
6400,Tamil,24.32,Drama,Other,25,Other
3000,Tamil,24.3,Romance,Vikram,3,Other
3000,Bengali,24.3,Drama,Other,0,Satyajit Ray
4100,Kannada,24.19,Action,Other,50,Other
4100,Malayalam,24.19,Action,Mammootty,27,Other
3100,Malayalam,24.18,Action,Mammootty,6,Other
3900,Malayalam,24.18,Comedy,Other,6,Other
3500,Hindi,24.15,Action,Amitabh Bachchan,9,Other
3500,Telugu,24.15,Action,Other,2,Other
3500,Telugu,24.15,Horror,Other,25,Other
3300,Telugu,24.09,Action,Other,35,Vikram K. Kumar
3300,Telugu,24.09,Comedy,Other,20,Other
4300,Hindi,24.08,Comedy,Other,50,Other
3700,Telugu,24.05,Action,Other,6,Other
3000,Marathi,24.0,Drama,Other,5,Other
3200,Tamil,24.0,Martial Arts,Vikram,90,Other
4000,Tamil,24.0,Action,Sivakarthikeyan,100,Other
4000,Telugu,24.0,History,Ravi Teja,50,Other
4200,Hindi,23.94,Horror,Kangana Ranaut,18,Mohit Suri
4600,Hindi,23.92,Crime,Kangana Ranaut,30,Hansal Mehta
3100,Malayalam,23.87,Action,Fahadh Faasil,7,Amal Neerad
3100,Malayalam,23.87,Drama,Nivin Pauly,4,Other
2800,Telugu,23.8,Psychological,Other,8,Other
3500,Hindi,23.8,Comedy,Other,6,Other
3500,Hindi,23.8,Action,Other,28,Prakash Jha
3900,Telugu,23.79,Action,Other,5,Other
2900,Hindi,23.78,Action,Other,18,Other
2900,Marathi,23.78,Action,Other,12,Other
3300,Hindi,23.76,Drama,Amitabh Bachchan,3,Yash Chopra
3300,Hindi,23.76,Drama,Anil Kapoor,8,Yash Chopra
3300,Kannada,23.76,Crime,Other,15,Other
3600,Malayalam,23.76,Comedy,Dulquer Salmaan,10,Other
3600,Telugu,23.76,Action,Other,8,Other
4400,Telugu,23.76,Action,Other,40,Other
3000,Tamil,23.7,Drama,Other,18,Other
3000,Telugu,23.7,Crime,Other,12,Other
3200,Hindi,23.68,Drama,Amitabh Bachchan,3,Other
3200,English,23.68,Drama,Other,18,Other
4000,Telugu,23.6,Action,Other,100,Other
3100,Telugu,23.56,Comedy,Nani,7,Other
3100,Malayalam,23.56,Biography,Nivin Pauly,8,Other
2800,Marathi,23.52,Biography,Other,2,Other
4700,Hindi,23.5,Drama,Other,35,Other
2700,Marathi,23.49,Drama,Other,10,Other
2700,Telugu,23.49,Action,Other,4,Other
2900,Kannada,23.49,Comedy,Other,5,Other
3400,Hindi,23.46,Comedy,Other,12,Other
3500,Telugu,23.45,Sea Adventure,Other,90,Other
3500,Telugu,23.45,Action,Other,40,Other
3500,Tamil,23.45,Action,Dhanush,28,Other
3300,Kannada,23.43,Martial Arts,Other,65,Other
3300,Tamil,23.43,Action,Other,20,Other
4500,Hindi,23.4,Drama,Akshay Kumar,30,Other
3200,Telugu,23.36,Action,Other,35,Other
3200,Tamil,23.36,Action,Other,12,Other
3200,Kannada,23.36,Crime,Other,4,Other
3200,Hindi,23.36,Comedy,Other,10,Other
3100,Punjabi,23.25,Comedy,Other,8,Other
3100,Telugu,23.25,Action,Chiranjeevi,24,Other
2700,Telugu,23.22,Thriller,Other,4,Other
2900,Kannada,23.2,Drama,Other,2,Other
3800,Telugu,23.18,Comedy,Other,6,Other
3400,Hindi,23.12,Drama,Other,12,Other
3400,Telugu,23.12,Action,N.T. Rama Rao Jr.,32,Other
3000,Telugu,23.1,Thriller,Other,5,Other
3300,Telugu,23.1,Comedy,Other,18,Sukumar
4200,Tamil,23.1,Comedy,Vijay Sethupathi,35,Other
3200,Tamil,23.04,Action,Joseph Vijay,15,Other
3200,Tamil,23.04,Thriller,Kamal Haasan,25,Other
3200,Telugu,23.04,Comedy,Other,5,Other
3600,Malayalam,23.04,Action,Dulquer Salmaan,18,Amal Neerad
4900,Hindi,23.03,Action,Salman Khan,8,Other
4500,Telugu,22.95,Action,Other,50,Other
4500,Hindi,22.95,Comedy,Other,10,Other
3100,Tamil,22.94,Drama,Other,8,Other
3100,Hindi,22.94,Action,Anil Kapoor,12,Priyadarshan
3100,Kannada,22.94,Comedy,Other,18,Other
3700,Hindi,22.94,Drama,Other,30,Other
2600,Telugu,22.88,Drama,Other,1,Other
2600,Telugu,22.88,Drama,Other,10,Other
3000,Telugu,22.8,Comedy,Other,25,Other
3000,Telugu,22.8,Action,Other,5,Other
4000,Hindi,22.8,Drama,Nawazuddin Siddiqui,20,Other
6000,Hindi,22.8,Action,Akshay Kumar,45,Other
3400,Malayalam,22.78,Comedy,Nivin Pauly,6,Other
6700,Hindi,22.78,Comedy,Other,25,Other
3200,Kannada,22.72,Action,Other,4,Other
2700,Tamil,22.68,Romance,Joseph Vijay,5,Other
3600,English,22.68,Action,Other,14,Abbas-Mustan
3600,Hindi,22.68,Crime,Other,8,Other
3600,Hindi,22.68,Comedy,Other,12,David Dhawan
3600,Telugu,22.68,Crime,Other,3,Other
4200,Hindi,22.68,Mystery,Emraan Hashmi,30,Jeethu Joseph
3100,Malayalam,22.63,Comedy,Other,12,Other
3100,Telugu,22.63,Comedy,Other,5,Other
3900,Tamil,22.62,Action,Joseph Vijay,18,Other
3900,Telugu,22.62,Action,Allu Arjun,40,Puri Jagannadh
3700,Malayalam,22.57,Action,Prithviraj Sukumaran,30,Other
3700,Hindi,22.57,Boxing,Other,38,Other
3700,Tamil,22.57,Action,Other,32,Hari
4800,Hindi,22.56,Comedy,Shahid Kapoor,35,Other
3000,Punjabi,22.5,Comedy,Other,8,Other
3000,Tamil,22.5,Biography,Other,3,Other
3300,Malayalam,22.44,Crime,Other,7,Other
3300,Hindi,22.44,Comedy,Other,18,Other
3400,Telugu,22.44,Action,Other,25,Other
3800,Hindi,22.42,Comedy,Other,30,Other
2800,Kannada,22.4,Drama,Other,12,Upendra
3200,Hindi,22.4,Action,Other,6,Other
3200,Punjabi,22.4,Drama,Other,6,Other
3200,Telugu,22.4,Drama,Other,8,Other
3500,Telugu,22.4,Action,Other,40,Other
4000,Malayalam,22.4,Crime,Mammootty,30,Other
4000,Telugu,22.4,Action,Other,6,Other
5200,Hindi,22.36,Caper,Other,75,Abbas-Mustan
5200,Tamil,22.36,Action,Joseph Vijay,50,Other
3100,Tamil,22.32,Comedy,Other,12,Other
3100,English,22.32,Comedy,Other,6,Other
3600,Hindi,22.32,Crime,Other,15,Other
3000,Telugu,22.2,Comedy,Nani,15,Other
3000,Marathi,22.2,Comedy,Other,4,Other
2700,Marathi,22.14,Drama,Other,2,Other
2700,Telugu,22.14,Action,Other,10,Other
2700,Marathi,22.14,Drama,Other,3,Other
2800,Tamil,22.12,Political,Other,2,Other
3300,Hindi,22.11,Comedy,Nawazuddin Siddiqui,20,Other
3400,Hindi,22.1,Action,Other,9,Mohit Suri
3400,Telugu,22.1,Action,Other,50,Other
3400,Telugu,22.1,Comedy,Other,12,Other
3500,Tamil,22.05,Drama,Other,8,Other
2900,Malayalam,22.04,Drama,Other,6,Other
2900,Tamil,22.04,Drama,Joseph Vijay,10,Other
2900,Malayalam,22.04,Drama,Prithviraj Sukumaran,18,Other
2900,Hindi,22.04,Disaster,Amitabh Bachchan,5,Yash Chopra
3100,Hindi,22.01,Crime,Other,6,Other
3100,Telugu,22.01,Romance,Other,16,Other
3100,English,22.01,Comedy,Naseeruddin Shah,8,Other
2800,Tamil,21.84,Action,Other,5,S. Shankar
2800,Bengali,21.84,Action,Other,15,Srijit Mukherji
3900,Telugu,21.84,Action,Ram Charan,60,Other
3900,Hindi,21.84,Romance,Other,16,Other
4200,Malayalam,21.84,Action,Mohanlal,50,Other
3700,Hindi,21.83,Action,Amitabh Bachchan,12,David Dhawan
3200,Malayalam,21.76,Comedy,Other,8,Other
3400,Hindi,21.76,Comedy,Other,5,David Dhawan
3400,Malayalam,21.76,Drama,Other,10,Other
2900,Malayalam,21.75,Drama,Other,12,Other
4100,Hindi,21.73,Thriller,Other,8,Vivek Agnihotri
3500,Hindi,21.7,Comedy,Saif Ali Khan,30,Other
3500,Telugu,21.7,Crime,Other,12,Other
6200,Hindi,21.7,Action,Ranbir Kapoor,85,Other
3800,Tamil,21.66,Action,Dhanush,35,Other
3800,Hindi,21.66,Drama,Other,40,Sanjay Gupta
2700,Malayalam,21.6,Drama,Other,6,Other
3000,Punjabi,21.6,Drama,Other,8,Other
3600,Hindi,21.6,Action,Amitabh Bachchan,35,Vidhu Vinod Chopra
4000,Hindi,21.6,Comedy,Saif Ali Khan,50,Raj & DK
4000,Hindi,21.6,Action,Other,40,Other
2800,Tamil,21.56,Action,Dhanush,8,Vetrimaaran
4300,Hindi,21.5,Comedy,Other,24,Other
2900,Malayalam,21.46,Comedy,Tovino Thomas,5,Other
3900,Tamil,21.45,Action,Suriya,45,K.S. Ravikumar
3200,Punjabi,21.44,Action,Other,6,Other
3100,Malayalam,21.39,Action,Nivin Pauly,15,Other
2700,Tamil,21.33,Comedy,Other,3,Venkat Prabhu
2700,Hindi,21.33,Comedy,Other,1,Other
3000,Tamil,21.3,Crime,Other,8,Other
3000,Tamil,21.3,Cop,Other,18,Other
2800,Tamil,21.28,Action,Suriya,7,Other
2800,Tamil,21.28,Action,Other,6,Other
3600,Malayalam,21.24,Action,Mammootty,70,Other
2900,Bengali,21.17,Crime,Other,6,Srijit Mukherji
4600,Hindi,21.16,Comedy,Other,35,Other
3200,Malayalam,21.12,Horror,Prithviraj Sukumaran,18,Other
3200,Telugu,21.12,Zombie Horror,Other,5,Other
3300,Telugu,21.12,Action,Other,12,Other
3300,Hindi,21.12,Action,Other,20,Other
4400,English,21.12,Horror,Other,5,Other
3100,Tamil,21.08,Action,Karthi,25,Other
3100,Telugu,21.08,Drama,Other,8,Other
4300,Hindi,21.07,Comedy,Shahid Kapoor,30,Other
4300,Hindi,21.07,Comedy,Imran Khan,55,Other
2600,Tamil,21.06,Thriller,Other,12,Other
2600,Malayalam,21.06,Comedy,Other,4,Other
2600,Tamil,21.06,Action,Other,5,Other
2700,Hindi,21.06,Crime,Naseeruddin Shah,4,Nagesh Kukunoor
2500,Tamil,21.0,Action,Other,3,Other
3500,Tamil,21.0,Comedy,Sivakarthikeyan,40,Other
4100,Tamil,20.91,Action,Joseph Vijay,26,Other
2900,Tamil,20.88,Action,Karthi,12,Other
2600,Telugu,20.8,Comedy,Other,3,Sekhar Kammula
2600,Marathi,20.8,Drama,Other,3,Other
2600,Tamil,20.8,Drama,Dhanush,4,K. Selvaraghavan
2600,Kannada,20.8,Comedy,Rakshit Shetty,2,Other
3200,Hindi,20.8,Suspense,Ajay Devgn,12,Anees Bazmee
3200,Hindi,20.8,Political,Other,18,Ram Gopal Varma
3200,Tamil,20.8,Action,Other,8,Other
3100,Hindi,20.77,Drama,Other,3,Other
3100,Hindi,20.77,Comedy,Anil Kapoor,12,David Dhawan
3100,Hindi,20.77,Action,Other,4,Other
2500,Punjabi,20.75,Drama,Other,9,Other
3400,Hindi,20.74,Drama,Other,28,Gautham Vasudev Menon
3400,Telugu,20.74,Comedy,Other,30,Other
3400,Telugu,20.74,Action,Nani,25,Other
2800,Hindi,20.72,Drama,Sanjay Dutt,22,Other
2800,Telugu,20.72,Action,Other,2,S.S. Rajamouli
3700,Telugu,20.72,Action,Other,80,Other
3000,Malayalam,20.7,Action,Other,30,Other
3000,Hindi,20.7,Comedy,Other,10,Other
3000,Hindi,20.7,Comedy,Other,8,Other
3000,Bengali,20.7,Comedy,Other,8,Other
4600,Hindi,20.7,Action,Ranveer Singh,65,Shaad Ali
4400,Telugu,20.68,Action,Other,40,Other
3500,Malayalam,20.65,Action,Mammootty,32,Other
2900,Tamil,20.59,Action,Ajith Kumar,12,A.R. Murugadoss
2900,Telugu,20.59,Mystery,Nani,20,Other
2900,Tamil,20.59,Action,Vijay Sethupathi,25,K.V. Anand
4200,Hindi,20.58,Action,Saif Ali Khan,50,Other
2700,Tamil,20.52,Comedy,Kamal Haasan,14,K.S. Ravikumar
2700,Tamil,20.52,Crime,Other,15,Other
3800,Hindi,20.52,Political,Nawazuddin Siddiqui,35,Other
5400,Hindi,20.52,Sea Adventure,Akshay Kumar,120,Other
2500,Tamil,20.5,Action,Other,4,Other
2500,Marathi,20.5,Crime,Other,5,Other
3200,Telugu,20.48,Action,Nani,22,Other
3100,Telugu,20.46,Romance,Other,5,Other
2800,Malayalam,20.44,Crime,Other,6,Other
2800,Malayalam,20.44,Crime,Other,25,Other
2800,Tamil,20.44,Drama,Dhanush,10,Other
3000,Malayalam,20.4,Comedy,Other,18,Jeethu Joseph
4000,Hindi,20.4,Romantic,Salman Khan,17,David Dhawan
3700,Hindi,20.35,Action,Sanjay Dutt,8,Anubhav Sinha
2900,Tamil,20.3,Drama,Other,8,Other
3500,Bengali,20.3,Drama,Other,12,Other
2600,Telugu,20.28,Thriller,Other,8,Other
3900,Telugu,20.28,Action,Ravi Teja,60,Other
2700,Tamil,20.25,Action,Rajinikanth,10,Other
2200,Telugu,20.24,Drama,Other,2,Other
2400,Telugu,20.16,Romance,Other,4,Other
3200,Kannada,20.16,Romance,Other,20,Other
5300,Telugu,20.14,Action,Chiranjeevi,140,Koratala Siva
3300,Telugu,20.13,Drama,Other,5,Other
3000,Telugu,20.1,Comedy,Other,12,Other
2600,Bengali,20.02,Comedy,Other,5,Other
2500,Malayalam,20.0,Crime,Other,6,Other
4000,Telugu,20.0,Comedy,Vijay Deverakonda,35,Other
5000,Hindi,20.0,Comedy,Sanjay Dutt,38,Indra Kumar
2700,Kannada,19.98,Drama,Other,12,Other
2700,Tamil,19.98,Action,Joseph Vijay,8,Other
3700,Hindi,19.98,Drama,Amitabh Bachchan,42,Other
3700,Tamil,19.98,Action,Vishal,50,Hari
3500,Hindi,19.95,Comedy,Other,30,Other
2400,Hindi,19.92,Drama,Other,0,Other
3900,Punjabi,19.89,Comedy,Other,10,Other
2800,Telugu,19.88,Comedy,Other,20,Other
2800,Tamil,19.88,Action,Ajith Kumar,27,K.S. Ravikumar
3100,Malayalam,19.84,Thriller,Kunchacko Boban,28,Amal Neerad
3200,Telugu,19.84,Action,Prabhas,18,Other
3200,Tamil,19.84,Drama,Vijay Deverakonda,50,Other
2200,Marathi,19.8,Comedy,Other,1,Other
3000,Hindi,19.8,Comedy,Other,22,Srijit Mukherji
3000,Hindi,19.8,Action,Other,22,Rajkumar Santoshi
3000,Telugu,19.8,Action,Other,18,Other
3300,Hindi,19.8,Action,Other,15,Other
4400,Hindi,19.8,Biography,Other,28,Other
2600,Hindi,19.76,Action,Other,3,Yash Chopra
2600,Telugu,19.76,Drama,Other,12,Other
2600,Tamil,19.76,Comedy,Madhavan,5,Gautham Vasudev Menon
2600,Bengali,19.76,Drama,Other,2,Satyajit Ray
2600,English,19.76,Drama,Other,6,Other
